jittered_title,seed_title,onet_code,onet_name
Professor of Atmospheric Sciences - Climate Change Focus,Atmospheric Sciences Professor,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
Atmospheric Sciences Faculty Position - University of California,Atmospheric Sciences Professor,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
Tenured Professor of Atmospheric Science - Research Emphasis,Atmospheric Sciences Professor,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
Closing Machine Operator - 2nd Shift - Manufacturing,Closing Machine Operator,51-9111.00,Packaging and Filling Machine Operators and Tenders
Machine Operator - Closing Department (Entry-Level),Closing Machine Operator,51-9111.00,Packaging and Filling Machine Operators and Tenders
Closing Machine Operator - Corrugated Packaging,Closing Machine Operator,51-9111.00,Packaging and Filling Machine Operators and Tenders
Packaging Machine Operator - Closing Line (Full-Time),Closing Machine Operator,51-9111.00,Packaging and Filling Machine Operators and Tenders
"Operator, Closing Machine - Day Shift (Competitive Pay & Benefits)",Closing Machine Operator,51-9111.00,Packaging and Filling Machine Operators and Tenders
Derrickhand - Drilling Rig (Oil & Gas Experience Required),Derrick Worker,47-5011.00,"Derrick Operators, Oil and Gas"
Derrick Worker - Entry-Level Position - Drilling Operations,Derrick Worker,47-5011.00,"Derrick Operators, Oil and Gas"
Derrickhand/Roustabout - Offshore Drilling Rig,Derrick Worker,47-5011.00,"Derrick Operators, Oil and Gas"
Derrick Worker - Land Drilling Rig - Competitive Pay,Derrick Worker,47-5011.00,"Derrick Operators, Oil and Gas"
Experienced Derrickhand Needed - Deepwater Drilling Operations,Derrick Worker,47-5011.00,"Derrick Operators, Oil and Gas"
Ultrasound Technician - Cardiac Sonographer (Echo Tech),Ultrasound Technician (Ultrasound Tech),29-2032.00,Diagnostic Medical Sonographers
Diagnostic Medical Sonographer (Ultrasound Tech) - Full-Time,Ultrasound Technician (Ultrasound Tech),29-2032.00,Diagnostic Medical Sonographers
Ultrasound Technician (RDMS) - Obstetrics & Gynecology,Ultrasound Technician (Ultrasound Tech),29-2032.00,Diagnostic Medical Sonographers
Sonographer/Ultrasound Technician - Travel Assignment,Ultrasound Technician (Ultrasound Tech),29-2032.00,Diagnostic Medical Sonographers
Registered Ultrasound Technician - Vascular Lab (PRN),Ultrasound Technician (Ultrasound Tech),29-2032.00,Diagnostic Medical Sonographers
Personal Care Attendant (PCA) - Home Health Aide,Personal Care Attendant (PCA),31-1122.00,Personal Care Aides
Caregiver/Personal Care Attendant - Assisted Living Facility,Personal Care Attendant (PCA),31-1122.00,Personal Care Aides
Personal Care Assistant - Developmental Disability Support,Personal Care Attendant (PCA),31-1122.00,Personal Care Aides
PCA (Personal Care Attendant) - Pediatric Care Experience Preferred,Personal Care Attendant (PCA),31-1122.00,Personal Care Aides
Home Care Personal Care Attendant - Non-Medical (Part-Time),Personal Care Attendant (PCA),31-1122.00,Personal Care Aides
Production Supervisor - 2nd Shift - Manufacturing Operations,Production Supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
Experienced Production Supervisor Wanted - Food Processing Industry,Production Supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
Night Shift Production Supervisor - Competitive Salary & Benefits,Production Supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
Production Supervisor Opportunity - Automotive Manufacturing,Production Supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
Senior Production Supervisor - Team Lead Role Available,Production Supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
Grain Merchandiser/Grain Buyer - Agricultural Commodities,Grain Buyer,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
Grain Buyer - Full-Time Position in Agribusiness,Grain Buyer,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
Senior Grain Buyer - Trading & Risk Management,Grain Buyer,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
Entry-Level Grain Buyer Trainee - Learn the Industry,Grain Buyer,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
Grain Procurement Specialist/Grain Buyer - Global Grain Company,Grain Buyer,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
Research Meteorologist - Climate Modeling & Forecasting,Research Meteorologist,19-2021.00,Atmospheric and Space Scientists
Postdoctoral Research Meteorologist - Severe Weather Research,Research Meteorologist,19-2021.00,Atmospheric and Space Scientists
Meteorologist (Research) - Air Quality & Atmospheric Science,Research Meteorologist,19-2021.00,Atmospheric and Space Scientists
Tenure-Track Position: Research Meteorologist - University Faculty,Research Meteorologist,19-2021.00,Atmospheric and Space Scientists
Research & Development Meteorologist - Innovative Weather Solutions,Research Meteorologist,19-2021.00,Atmospheric and Space Scientists
Wire Mill Rover - Manufacturing & Production,Wire Mill Rover,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
Wire Drawing Machine Operator/Wire Mill Rover - Entry-Level,Wire Mill Rover,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
Experienced Wire Mill Rover Wanted - Steel Manufacturing Industry,Wire Mill Rover,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
Wire Mill Rover - 3rd Shift - Competitive Pay & Benefits,Wire Mill Rover,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
Wire Mill Process Technician/Rover - Continuous Improvement,Wire Mill Rover,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
Mathematician - Data Science & Analytics Team,Mathematician,15-2021.00,Mathematicians
Applied Mathematician - Research & Development Role,Mathematician,15-2021.00,Mathematicians
Senior Mathematician - Cryptography & Cybersecurity,Mathematician,15-2021.00,Mathematicians
Mathematician (Tenure-Track) - University Faculty Position,Mathematician,15-2021.00,Mathematicians
Computational Mathematician - Software Development & Modeling,Mathematician,15-2021.00,Mathematicians
Senior Pastor of Worship and Community - Downtown Church,Pastor,21-2011.00,Clergy
"Youth Pastor - Part-Time, Contemporary Church Setting",Pastor,21-2011.00,Clergy
Pastor of Discipleship and Outreach - Baptist Church,Pastor,21-2011.00,Clergy
Lead Pastor - Growing Congregation in Suburbs,Pastor,21-2011.00,Clergy
Associate Pastor for Family Ministries - Presbyterian Church,Pastor,21-2011.00,Clergy
"Commercial Pest Control Technician - Route-Based, Competitive Pay",Commercial Pest Control Technician,37-2021.00,Pest Control Workers
Pest Control Technician (Commercial) - $20-$25/hr + Benefits,Commercial Pest Control Technician,37-2021.00,Pest Control Workers
"Exterminator - Commercial Accounts, Termite Experience a Plus",Commercial Pest Control Technician,37-2021.00,Pest Control Workers
Commercial Pest Control Specialist - IPM (Integrated Pest Management),Commercial Pest Control Technician,37-2021.00,Pest Control Workers
"Service Technician, Commercial Pest - Ongoing Training Provided",Commercial Pest Control Technician,37-2021.00,Pest Control Workers
Compliance Specialist - AML (Anti-Money Laundering) & Sanctions,Compliance Specialist,13-1041.07,Regulatory Affairs Specialists
Senior Compliance Specialist - Financial Regulations Expertise,Compliance Specialist,13-1041.07,Regulatory Affairs Specialists
Risk and Compliance Specialist - Banking Industry,Compliance Specialist,13-1041.07,Regulatory Affairs Specialists
"Compliance Analyst - HIPAA Specialist, Healthcare Experience",Compliance Specialist,13-1041.07,Regulatory Affairs Specialists
Regulatory Compliance Specialist - Environmental Focus,Compliance Specialist,13-1041.07,Regulatory Affairs Specialists
Assistant Professor of Ethnic Studies - Tenure Track Position,Ethnic Studies Professor,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
"Ethnic Studies Professor - Department Chair, Leadership Role",Ethnic Studies Professor,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
"Lecturer in Ethnic Studies - Part-Time, Community College",Ethnic Studies Professor,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
Associate Professor of African American Studies - Research Focus,Ethnic Studies Professor,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
Professor of Latin American Studies - Graduate Program Director,Ethnic Studies Professor,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
"Full Stack Developer (React, Node, MongoDB) - Remote Work Option",Full-Stack Developer,15-1252.00,Software Developers
"Senior Full-Stack Developer - Lead Projects, Mentor Team Members",Full-Stack Developer,15-1252.00,Software Developers
"Full-Stack Software Engineer - Python, JavaScript, Cloud Experience",Full-Stack Developer,15-1252.00,Software Developers
"Junior Full-Stack Developer - Training Provided, Entry-Level",Full-Stack Developer,15-1252.00,Software Developers
"Full-Stack Web Developer - E-commerce Platform, PHP Expertise",Full-Stack Developer,15-1252.00,Software Developers
"Pediatric Clinical Nurse Specialist - FT, Days - $10,000 Sign-On Bonus",Clinical Nurse Specialist,29-1141.04,Clinical Nurse Specialists
"Clinical Nurse Specialist - Medical Oncology (Part-Time, Nights)",Clinical Nurse Specialist,29-1141.04,Clinical Nurse Specialists
"Senior Clinical Nurse Specialist, Cardiovascular Services - Leadership Opportunity",Clinical Nurse Specialist,29-1141.04,Clinical Nurse Specialists
"Clinical Nurse Specialist - Critical Care, Travel Position (13-Week Assignment)",Clinical Nurse Specialist,29-1141.04,Clinical Nurse Specialists
Neonatal Clinical Nurse Specialist - Experienced RNs Wanted (Full-Time),Clinical Nurse Specialist,29-1141.04,Clinical Nurse Specialists
Emergency Management Specialist (FEMA) - Disaster Response,Emergency Manager,11-9161.00,Emergency Management Directors
"Emergency Manager - University Campus (Full-Time, Competitive Salary)",Emergency Manager,11-9161.00,Emergency Management Directors
"Director of Emergency Management - Hospital Setting, Experienced Professional",Emergency Manager,11-9161.00,Emergency Management Directors
"Emergency Manager, Global Events - International Travel Required",Emergency Manager,11-9161.00,Emergency Management Directors
"Deputy Emergency Manager - State Government, Emergency Operations Center",Emergency Manager,11-9161.00,Emergency Management Directors
"Lobby Attendant - Luxury High-Rise Building (Part-Time, Weekends)",Lobby Attendant,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
"Hotel Lobby Attendant - Guest Services, Full-Time (Multiple Shifts)",Lobby Attendant,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
Concierge/Lobby Attendant - Upscale Residential Community,Lobby Attendant,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
"Front Desk Lobby Attendant - Corporate Office Building, Day Shift",Lobby Attendant,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
"Overnight Lobby Attendant - Security Focused, Commercial Property",Lobby Attendant,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
"Recreation Supervisor - Youth Programs, City Parks & Recreation Department",Recreation Supervisor,39-9032.00,Recreation Workers
"Assistant Recreation Supervisor, Adult Sports Leagues - Part-Time",Recreation Supervisor,39-9032.00,Recreation Workers
"Recreation Supervisor - Senior Center, Full-Time with Benefits",Recreation Supervisor,39-9032.00,Recreation Workers
"Recreation Supervisor, Special Events - Festival and Concert Coordination",Recreation Supervisor,39-9032.00,Recreation Workers
"Recreation Supervisor - Aquatics, Pool Operations and Staff Management",Recreation Supervisor,39-9032.00,Recreation Workers
"Machine Technician - CNC Machining, 2nd Shift (Competitive Pay & Benefits)",Machine Technician,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"Senior Machine Technician - Industrial Automation, Experienced Professional",Machine Technician,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"Machine Technician, Field Service - Travel Required (Company Vehicle Provided)",Machine Technician,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"Entry-Level Machine Technician - Manufacturing Setting, Training Provided",Machine Technician,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"Machine Technician - Robotics and Automation, Day Shift (Opportunity for Advancement)",Machine Technician,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Criminal Research Specialist - Financial Crimes Unit,Criminal Research Specialist,33-3021.06,Intelligence Analysts
Junior Criminal Research Specialist (Part-Time) - Forensic Psychology Team,Criminal Research Specialist,33-3021.06,Intelligence Analysts
"Senior Research Specialist, Criminal Justice Reform - Policy Development",Criminal Research Specialist,33-3021.06,Intelligence Analysts
Criminal Intelligence Research Specialist - Homeland Security,Criminal Research Specialist,33-3021.06,Intelligence Analysts
Research Specialist - Criminal Investigations (Temporary Assignment),Criminal Research Specialist,33-3021.06,Intelligence Analysts
